GroupName,Iteration,TestCaseID,TransactionType,TestCaseDesription,StartDate,EndDate,Status,Description,Screenshot,Quote Number
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails","","2019/01/14 18:32:01","2019/01/14 18:32:36","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_1","","2019/01/14 18:32:36","2019/01/14 18:33:33","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_2","","2019/01/14 18:33:33","2019/01/14 18:34:30","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_3","","2019/01/14 18:34:30","2019/01/14 18:35:27","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_3","","2019/01/14 18:35:27","2019/01/14 18:35:55","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_3","","2019/01/14 18:35:55","2019/01/14 18:36:24","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_4","","2019/01/14 18:36:24","2019/01/14 18:37:20","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_4","","2019/01/14 18:37:20","2019/01/14 18:37:47","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_4","","2019/01/14 18:37:47","2019/01/14 18:38:15","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_5","","2019/01/14 18:38:15","2019/01/14 18:39:06","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_6","","2019/01/14 18:39:06","2019/01/14 18:40:02","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_7","","2019/01/14 18:40:02","2019/01/14 18:40:53","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_8","","2019/01/14 18:40:53","2019/01/14 18:42:19","PASS","","",""
"URBAN","","HO_Rating_TC4","OptionalCoverageDetails_9","","2019/01/14 18:42:19","2019/01/14 18:43:10","PASS","","",""
"URBAN","","HO_Rating_TC4","Next","","2019/01/14 18:43:10","2019/01/14 18:43:22","PASS","","",""
"URBAN","","HO_Rating_TC4","Next","","2019/01/14 18:43:22","2019/01/14 18:43:34","PASS","","",""
"URBAN","","HO_Rating_TC4","UnderwritingQuestions","","2019/01/14 18:43:34","2019/01/14 18:43:48","PASS","","",""
"URBAN","","HO_Rating_TC4","CalculatePremium","","2019/01/14 18:43:48","2019/01/14 18:44:16","PASS","","",""
"URBAN","","HO_Rating_TC4","GetPolicyID","","2019/01/14 18:44:16","2019/01/14 18:44:32","PASS","","",""
"URBAN","","HO_Rating_TC4","PremiumSummaryVerification","","2019/01/14 18:44:54","2019/01/14 18:44:54","FAIL","TestCase: HO_Rating_TC4 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC4_PremiumSummaryVerification_null.jpeg",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","","2019/01/14 18:44:54","2019/01/14 18:45:04","PASS","","",""
"URBAN","","HO_Rating_TC5","Login","","2019/01/14 18:45:04","2019/01/14 18:45:08","PASS","","",""
"URBAN","","HO_Rating_TC5","CreateQuotePolicy","","2019/01/14 18:45:08","2019/01/14 18:45:33","PASS","","",""
"URBAN","","HO_Rating_TC5","ProductInformation","","2019/01/14 18:45:33","2019/01/14 18:47:51","PASS","","",""
"URBAN","","HO_Rating_TC5","PropertyDetails","","2019/01/14 18:47:51","2019/01/14 18:50:07","PASS","","",""
"URBAN","","HO_Rating_TC5","RenovationDetails","","2019/01/14 18:50:07","2019/01/14 18:50:58","PASS","","",""
"URBAN","","HO_Rating_TC5","Next","","2019/01/14 18:50:58","2019/01/14 18:51:10","PASS","","",""
"URBAN","","HO_Rating_TC5","CoverageDetails","","2019/01/14 18:51:10","2019/01/14 18:52:38","PASS","","",""
"URBAN","","HO_Rating_TC5","Next","","2019/01/14 18:52:38","2019/01/14 18:52:49","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails","","2019/01/14 18:52:49","2019/01/14 18:53:25","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_1","","2019/01/14 18:53:25","2019/01/14 18:54:20","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_2","","2019/01/14 18:54:20","2019/01/14 18:55:18","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_3","","2019/01/14 18:55:18","2019/01/14 18:56:22","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_4","","2019/01/14 18:56:22","2019/01/14 18:57:45","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_5","","2019/01/14 18:57:45","2019/01/14 18:58:36","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_6","","2019/01/14 18:58:36","2019/01/14 18:59:49","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_7","","2019/01/14 18:59:49","2019/01/14 19:00:45","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_7","","2019/01/14 19:00:45","2019/01/14 19:01:13","PASS","","",""
"URBAN","","HO_Rating_TC5","OptionalCoverageDetails_8","","2019/01/14 19:01:13","2019/01/14 19:02:04","PASS","","",""
"URBAN","","HO_Rating_TC5","Next","","2019/01/14 19:02:04","2019/01/14 19:02:16","PASS","","",""
"URBAN","","HO_Rating_TC5","Next","","2019/01/14 19:02:16","2019/01/14 19:02:28","PASS","","",""
"URBAN","","HO_Rating_TC5","UnderwritingQuestions","","2019/01/14 19:02:28","2019/01/14 19:02:42","PASS","","",""
"URBAN","","HO_Rating_TC5","CalculatePremium","","2019/01/14 19:02:42","2019/01/14 19:03:11","PASS","","",""
"URBAN","","HO_Rating_TC5","GetPolicyID","","2019/01/14 19:03:11","2019/01/14 19:03:27","PASS","","",""
"URBAN","","HO_Rating_TC5","PremiumSummaryVerification","","2019/01/14 19:03:49","2019/01/14 19:03:48","FAIL","TestCase: HO_Rating_TC5 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC5_PremiumSummaryVerification_null.jpeg",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","","2019/01/14 19:03:49","2019/01/14 19:03:59","PASS","","",""
"URBAN","","HO_Rating_TC6","Login","","2019/01/14 19:03:59","2019/01/14 19:04:03","PASS","","",""
"URBAN","","HO_Rating_TC6","CreateQuotePolicy","","2019/01/14 19:04:03","2019/01/14 19:04:28","PASS","","",""
"URBAN","","HO_Rating_TC6","ProductInformation","","2019/01/14 19:04:28","2019/01/14 19:06:34","PASS","","",""
"URBAN","","HO_Rating_TC6","PropertyDetails","","2019/01/14 19:06:34","2019/01/14 19:08:51","PASS","","",""
"URBAN","","HO_Rating_TC6","RenovationDetails","","2019/01/14 19:08:51","2019/01/14 19:09:41","PASS","","",""
"URBAN","","HO_Rating_TC6","Next","","2019/01/14 19:09:41","2019/01/14 19:09:53","PASS","","",""
"URBAN","","HO_Rating_TC6","CoverageDetails","","2019/01/14 19:09:53","2019/01/14 19:11:21","PASS","","",""
"URBAN","","HO_Rating_TC6","Next","","2019/01/14 19:11:21","2019/01/14 19:11:33","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails","","2019/01/14 19:11:33","2019/01/14 19:12:11","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_1","","2019/01/14 19:12:11","2019/01/14 19:13:06","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_2","","2019/01/14 19:13:06","2019/01/14 19:14:04","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_3","","2019/01/14 19:14:04","2019/01/14 19:15:08","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_4","","2019/01/14 19:15:08","2019/01/14 19:16:33","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_5","","2019/01/14 19:16:33","2019/01/14 19:17:56","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_6","","2019/01/14 19:17:56","2019/01/14 19:18:47","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_7","","2019/01/14 19:18:47","2019/01/14 19:20:00","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_8","","2019/01/14 19:20:00","2019/01/14 19:20:58","PASS","","",""
"URBAN","","HO_Rating_TC6","OptionalCoverageDetails_9","","2019/01/14 19:20:58","2019/01/14 19:21:49","PASS","","",""
"URBAN","","HO_Rating_TC6","Next","Create Dwelling Fire Full Quote","2019/01/14 19:21:49","2019/01/14 19:22:01","PASS","","",""
"URBAN","","HO_Rating_TC6","AdditionalInterests","Create Dwelling Fire Full Quote","2019/01/14 19:22:01","2019/01/14 19:22:34","PASS","","",""
"URBAN","","HO_Rating_TC6","Next","Create Dwelling Fire Full Quote","2019/01/14 19:22:34","2019/01/14 19:22:46","PASS","","",""
"URBAN","","HO_Rating_TC6","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/14 19:22:46","2019/01/14 19:23:00","PASS","","",""
"URBAN","","HO_Rating_TC6","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/14 19:23:00","2019/01/14 19:23:29","PASS","","",""
"URBAN","","HO_Rating_TC6","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/14 19:23:29","2019/01/14 19:23:45","PASS","","",""
"URBAN","","HO_Rating_TC6","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/14 19:24:07","2019/01/14 19:24:07","FAIL","TestCase: HO_Rating_TC6 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC6_PremiumSummaryVerification_null.jpeg",""
"URBAN","","HO_Rating_TC6","Save","Create Dwelling Fire Full Quote","2019/01/14 19:24:07","2019/01/14 19:24:29","PASS","","",""
"URBAN","","HO_Rating_TC6","Approve","Create Dwelling Fire Full Quote","2019/01/14 19:24:29","2019/01/14 19:25:36","PASS","","",""
"URBAN","","HO_Rating_TC6","Issuance","Create Dwelling Fire Full Quote","2019/01/14 19:25:36","2019/01/14 19:27:39","PASS","","",""
"URBAN","","HO_Rating_TC6","MakeDownPayment","Create Dwelling Fire Full Quote","2019/01/14 19:27:39","2019/01/14 19:28:56","PASS","","",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/14 19:28:56","2019/01/14 19:29:06","PASS","","",""
"URBAN","","HO_Rating_TC7","Login","Create Dwelling Fire Full Quote","2019/01/14 19:29:06","2019/01/14 19:29:10","PASS","","",""
"URBAN","","HO_Rating_TC7","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/14 19:29:10","2019/01/14 19:29:34","PASS","","",""
"URBAN","","HO_Rating_TC7","ProductInformation","Create Dwelling Fire Full Quote","2019/01/14 19:29:34","2019/01/14 19:32:12","PASS","","",""
"URBAN","","HO_Rating_TC7","ProductInformation","Create Dwelling Fire Full Quote","2019/01/14 19:32:12","2019/01/14 19:33:25","PASS","","",""
"URBAN","","HO_Rating_TC7","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/14 19:33:25","2019/01/14 19:35:45","PASS","","",""
"URBAN","","HO_Rating_TC7","RenovationDetails","Create Dwelling Fire Full Quote","2019/01/14 19:35:45","2019/01/14 19:36:35","PASS","","",""
"URBAN","","HO_Rating_TC7","Next","Create Dwelling Fire Full Quote","2019/01/14 19:36:35","2019/01/14 19:36:47","PASS","","",""
"URBAN","","HO_Rating_TC7","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/14 19:36:47","2019/01/14 19:37:56","PASS","","",""
"URBAN","","HO_Rating_TC7","Next","Create Dwelling Fire Full Quote","2019/01/14 19:37:56","2019/01/14 19:38:08","PASS","","",""
"URBAN","","HO_Rating_TC7","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/14 19:38:08","2019/01/14 19:38:43","PASS","","",""
"URBAN","","HO_Rating_TC7","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/14 19:38:43","2019/01/14 19:40:14","PASS","","",""
"URBAN","","HO_Rating_TC7","Next","Create Dwelling Fire Full Quote","2019/01/14 19:40:14","2019/01/14 19:40:25","PASS","","",""
"URBAN","","HO_Rating_TC7","Next","Create Dwelling Fire Full Quote","2019/01/14 19:40:25","2019/01/14 19:40:37","PASS","","",""
"URBAN","","HO_Rating_TC7","UnderwritingQuestions","Create Dwelling Fire Full Quote","2019/01/14 19:40:37","2019/01/14 19:40:51","PASS","","",""
"URBAN","","HO_Rating_TC7","CalculatePremium","Create Dwelling Fire Full Quote","2019/01/14 19:40:51","2019/01/14 19:41:20","PASS","","",""
"URBAN","","HO_Rating_TC7","GetPolicyID","Create Dwelling Fire Full Quote","2019/01/14 19:41:20","2019/01/14 19:41:36","PASS","","",""
"URBAN","","HO_Rating_TC7","PremiumSummaryVerification","Create Dwelling Fire Full Quote","2019/01/14 19:41:58","2019/01/14 19:41:57","FAIL","TestCase: HO_Rating_TC7 Tranasction: PremiumSummaryVerification Error: Unknown...","file:\\D:\Workspace_PAS_V1\iTAFCommon\URBAN_HO\Resources\Results\\ScreenShots\HO_Rating_TC7_PremiumSummaryVerification_null.jpeg",""
"CloseAndLaunchBrowser","","CloseAndLaunchBrowser","CloseAndLaunchBrowser","CloseAndLaunchBrowser","2019/01/14 19:41:58","2019/01/14 19:42:07","PASS","","",""
"URBAN","","HO_Rating_TC8","Login","Create Dwelling Fire Full Quote","2019/01/14 19:42:07","2019/01/14 19:42:11","PASS","","",""
"URBAN","","HO_Rating_TC8","CreateQuotePolicy","Create Dwelling Fire Full Quote","2019/01/14 19:42:11","2019/01/14 19:42:36","PASS","","",""
"URBAN","","HO_Rating_TC8","ProductInformation","Create Dwelling Fire Full Quote","2019/01/14 19:42:36","2019/01/14 19:44:54","PASS","","",""
"URBAN","","HO_Rating_TC8","PropertyDetails","Create Dwelling Fire Full Quote","2019/01/14 19:44:54","2019/01/14 19:47:13","PASS","","",""
"URBAN","","HO_Rating_TC8","RenovationDetails","Create Dwelling Fire Full Quote","2019/01/14 19:47:13","2019/01/14 19:48:03","PASS","","",""
"URBAN","","HO_Rating_TC8","Next","Create Dwelling Fire Full Quote","2019/01/14 19:48:03","2019/01/14 19:48:15","PASS","","",""
"URBAN","","HO_Rating_TC8","CoverageDetails","Create Dwelling Fire Full Quote","2019/01/14 19:48:15","2019/01/14 19:49:08","PASS","","",""
"URBAN","","HO_Rating_TC8","Next","Create Dwelling Fire Full Quote","2019/01/14 19:49:08","2019/01/14 19:49:20","PASS","","",""
"URBAN","","HO_Rating_TC8","OptionalCoverageDetails","Create Dwelling Fire Full Quote","2019/01/14 19:49:20","2019/01/14 19:49:55","PASS","","",""
"URBAN","","HO_Rating_TC8","OptionalCoverageDetails_1","Create Dwelling Fire Full Quote","2019/01/14 19:49:55","2019/01/14 19:50:13","PASS","","",""
"URBAN","","HO_Rating_TC8","OptionalCoverageDetails_2","Create Dwelling Fire Full Quote","2019/01/14 19:50:13","2019/01/14 19:51:04","PASS","","",""
"URBAN","","HO_Rating_TC8","Next","Create Dwelling Fire Full Quote","2019/01/14 19:51:05","2019/01/14 19:51:16","PASS","","",""
"URBAN","","HO_Rating_TC8","Next","Create Dwelling Fire Full Quote","2019/01/14 19:51:16","2019/01/14 19:51:28","PASS","","",""
