Iteration,TestCaseID,TransactionType,CurrentDate,RowType,Status,PassCount,FailCount, Compare Result,Quote Number
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form3,PASS,1,0,IL00171198,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form4,PASS,1,0,IL09850115,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form5,PASS,1,0,IL00210908,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form6,PASS,1,0,CG31981204,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form7,PASS,1,0,CG00010413,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form8,PASS,1,0,CG25040509,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form9,PASS,1,0,CG00660413,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form10,PASS,1,0,CG20110413,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form11,PASS,1,0,CG31991204,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form12,PASS,1,0,CG22661185,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form13,PASS,1,0,CG21080514,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form14,PASS,1,0,CG31791214,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form15,PASS,1,0,CG21840115,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form16,PASS,1,0,ASICGL00630818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form17,PASS,1,0,ASICGL00500818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form18,PASS,1,0,ASICGL00240818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form19,PASS,1,0,ASICGL00390818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form20,PASS,1,0,ASICGL00710818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form21,PASS,1,0,ASICGL00660818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form22,PASS,1,0,ASICGL00820818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form23,PASS,1,0,ASICGL00510818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form24,PASS,1,0,ASICGL00980818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form25,PASS,1,0,ASICGL00400818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form26,PASS,1,0,ASICGL00290818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form27,PASS,1,0,ASICGL00380818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form28,PASS,1,0,ASICGL00690818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form29,PASS,1,0,ASICGL00250818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form30,PASS,1,0,ASICGL00150718,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form31,PASS,1,0,ASICGL00450818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form32,PASS,1,0,ASICGL00260818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form33,FAIL,0,1,FAIL|Form is not present|ASICAF00040918,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form34,PASS,1,0,ASIC AF00140119,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",OutputFormsVerification,3/5/2019 15:56,Field: Form35,PASS,1,0,ASICGL00230119,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",CommissionsTab,3/5/2019 15:57,Field: CommissionPercentage,PASS,1,0,20%,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",CommissionsTab,3/5/2019 15:57,Field: CommissionNetAmount,FAIL,0,1,"FAIL|$66,001.00|$57,165.80",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",HeaderDataVerification,3/5/2019 15:58,Field: TransactionPremium_Header,FAIL,0,1,"FAIL|$330,005.00|$314,302.00",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",HeaderDataVerification,3/5/2019 15:58,Field: WrittenPremium_Header,FAIL,0,1,"FAIL|$330,005.00|$314,302.00",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",HeaderDataVerification,3/5/2019 15:58,Field: Commission_Header,FAIL,0,1,"FAIL|$66,001.00|$62,860.40",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",HeaderDataVerification,3/5/2019 15:58,Field: PolicyPeriod_Header,PASS,1,0,05/25/2019 - 05/25/2020,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",New Business,3/5/2019 15:58,Field: ProducerName,PASS,1,0,0000000013-Jim-Giles Corp,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",PremiumSummaryVerification,3/5/2019 16:05,Field: TransactionPremium,FAIL,0,1,"FAIL|-$1,460|$285,829",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",PremiumSummaryVerification,3/5/2019 16:05,Field: TotalPremium,FAIL,0,1,"FAIL|-$1,460.00|$285,829",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form1,FAIL,0,1,FAIL|Form is not present|ASICNOT00040818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form2,PASS,1,0,CG21840115,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form3,FAIL,0,1,FAIL|Form is not present|ASICGL00630818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form4,PASS,1,0,ASICGL00500818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form5,PASS,1,0,ASICGL00240818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form6,PASS,1,0,ASICGL00390818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form7,PASS,1,0,ASICGL00710818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form8,PASS,1,0,ASICGL00660818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form9,PASS,1,0,ASICGL00510818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form10,PASS,1,0,ASICGL00400818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form11,PASS,1,0,ASICGL00290818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form12,PASS,1,0,ASICGL00380818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form13,PASS,1,0,ASICGL00690818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form14,PASS,1,0,ASICGL00150718,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form15,PASS,1,0,ASICGL00450818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form16,PASS,1,0,ASICGL00260818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form17,PASS,1,0,ASIC AF00140119,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form18,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form19,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form20,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form21,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form22,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form23,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form24,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form25,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form26,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form27,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form28,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form29,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form30,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form31,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form32,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form33,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form34,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:09,Field: Form35,PASS,1,0,,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",CommissionsTab,3/5/2019 16:10,Field: CommissionPercentage,PASS,1,0,20%,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",CommissionsTab,3/5/2019 16:10,Field: CommissionNetAmount,FAIL,0,1,"FAIL|-$292.00|$57,165.80",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",New Business,3/5/2019 16:11,Field: ProducerName,PASS,1,0,0000000013-Jim-Giles Corp,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",PremiumSummaryVerification,3/5/2019 16:21,Field: TransactionPremium,FAIL,0,1,"FAIL|$68|$285,829",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",PremiumSummaryVerification,3/5/2019 16:21,Field: TotalPremium,FAIL,0,1,"FAIL|$68.00|$285,829",
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form1,FAIL,0,1,FAIL|Form is not present|ASICNOT00040818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form2,PASS,1,0,CG21840115,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form3,FAIL,0,1,FAIL|Form is not present|ASICGL00630818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form4,PASS,1,0,ASICGL00500818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form5,PASS,1,0,ASICGL00240818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form6,PASS,1,0,ASICGL00390818,
,"FUNC-GL_AZ_SC004_TC001_NB_ENDR_OOS
",UpdatedOutputFormsVerification,3/5/2019 16:24,Field: Form7,PASS,1,0,ASICGL00710818,
